"playerID","salary_ratio","points_ratio","total_first_place_votes","total_awards","total_GP","perc_starting","TotalBatGames","total_bat_games_post","BattingAverage","AvgRunsPerGame","AvgHomeRunsPerGame","AvgRBIsPerGame","AvgNoStrikeoutsPerGame","TotalPitGames","total_pit_games_post","WinLossRatio","AvgERA","AvgSO","AvgCG","AvgSHO","TotalFieGames","total_fie_games_post","avg_PO","avg_A","avg_E","avg_DP","avg_ZR","class"
"campbbi02","0.74","0.1549","1","4","1","0.0000","700","6","0.1538","0.0029","0.0000","0.0029","0.9857","700","6","1.2206","0.083943","1.2343","0.0029","0.0014","700","6","0.1700","0.2457","0.0186","0.0157","0.000000","0"
"candejo01","1.23","0.0548","1","0","0","0","603","6","0.1745","0.0647","0.0017","0.0796","0.7313","600","6","1.4508","0.145350","2.7883","0.0900","0.0217","600","6","0.0967","0.5650","0.0183","0.0267","0.000000","0"
"candito01","2.60","0","0","0","0","0","452","3","0.1171","0.0243","0.0000","0.0265","0.8429","451","3","0.9207","0.168936","3.8470","0.1508","0.0244","451","3","0.5100","0.9690","0.0399","0.0665","0.000000","0"
"cansejo01","3.16","0.2837","44","11","2","1.0000","1887","30","0.2660","0.6285","0.2448","0.7456","-0.0291","1","0","0","27.000000","0.0000","0.0000","0.0000","1012","26","1.9792","0.0623","0.0613","0.0188","0.000000","0"
"carpech01","1.93","0.2029","30","3","1","1.0000","350","18","0.1185","0.0514","0.0057","0.0600","0.5886","350","18","1.5319","0.173514","4.8486","0.0943","0.0429","350","18","0.5286","0.7171","0.0286","0.0914","0.000000","0"
"cartejo01","4.19","0.1636","5","4","5","0.6000","2189","29","0.2593","0.5345","0.1809","0.6601","0.3664","0","0","0","0","0","0","0","2040","29","2.8873","0.1377","0.0578","0.1083","0.000000","0"
"caseyse01","1.59","0.0513","0","1","2","0.0000","1405","12","0.3022","0.4911","0.0925","0.5231","0.5893","0","0","0","0","0","0","0","1313","8","8.2826","0.4250","0.0404","0.7212","0.000000","0"
"castilu01","1.46","0.0179","0","3","3","0.0000","1720","20","0.2902","0.5820","0.0163","0.2576","0.5058","0","0","0","0","0","0","0","1683","20","1.9531","2.6643","0.0737","0.6245","0.000000","0"
"castivi02","1.71","0.0345","0","6","2","0.5000","1854","17","0.2762","0.4865","0.1726","0.5960","0.4234","0","0","0","0","0","0","0","1826","17","0.7607","1.9890","0.0953","0.2333","0.000000","0"
"cedence01","0.85","0.1015","1","9","4","0.2500","2006","17","0.2855","0.5404","0.0992","0.4865","0.5324","0","0","0","0","0","0","0","1976","16","3.0283","0.0987","0.0461","0.0906","0.000000","0"
"ceyro01","2.94","0.0499","1","3","6","0.5000","2073","45","0.2608","0.4713","0.1524","0.5494","0.4042","0","0","0","0","0","0","0","1996","45","0.7791","2.0135","0.1122","0.1593","0.000000","0"
"chambch01","1.76","0.0781","11","3","1","0.0000","2175","30","0.2786","0.4193","0.0851","0.4469","0.5743","0","0","0","0","0","0","0","1962","30","9.0576","0.6886","0.0663","0.8598","0.000000","0"
"chaveer01","1.84","0.0236","0","8","0","0","1615","34","0.2677","0.5053","0.1610","0.5585","0.3319","0","0","0","0","0","0","0","1430","32","0.7874","1.9161","0.0818","0.1867","0.000000","0"
"cirilje01","1.34","0","0","0","2","0.0000","1617","4","0.2961","0.4947","0.0693","0.4496","0.5708","1","0","0","0.000000","1.0000","0.0000","0.0000","1515","2","0.9050","1.7842","0.0832","0.2172","0.000000","0"
"clarkja01","2.72","0.1925","3","4","4","0.2500","1994","14","0.2667","0.5607","0.1705","0.5918","0.2773","0","0","0","0","0","0","0","1623","13","4.3913","0.2810","0.0647","0.3081","0.000000","0"
"clarkto02","0.77","0.0808","0","0","1","0.0000","1559","12","0.2621","0.4035","0.1610","0.5285","0.2245","0","0","0","0","0","0","0","1212","11","7.7153","0.5850","0.0619","0.7649","0.000000","0"
"clarkwi02","3.80","0.3384","3","7","6","0.6667","1976","31","0.3034","0.6002","0.1437","0.6098","0.3978","0","0","0","0","0","0","0","1889","31","8.8380","0.6850","0.0720","0.8317","0.000000","0"
"claytro01","1.12","0","0","0","1","0.0000","2108","13","0.2580","0.4435","0.0522","0.3430","0.3287","0","0","0","0","0","0","0","2057","13","1.5051","2.8702","0.1176","0.5950","0.000000","0"
"clemero02","4.46","0.3338","203","22","10","0.3000","709","35","0.1732","0.0071","0.0000","0.0169","0.9140","709","35","1.9239","0.109027","6.5896","0.1664","0.0649","709","35","0.4513","0.8110","0.0353","0.0437","0.000000","0"
"colemvi01","1.61","0.1970","24","1","2","0.5000","1371","28","0.2636","0.6193","0.0204","0.2524","0.2998","0","0","0","0","0","0","0","1311","27","1.8703","0.0831","0.0519","0.0130","0.000000","0"
"colonba01","2.04","0.1545","17","2","2","0.0000","565","17","0.0836","0.0195","0.0018","0.0195","0.7062","565","17","1.3138","0.176850","4.4867","0.0673","0.0230","565","17","0.3327","0.8071","0.0850","0.0832","0.000000","0"
"conceda01","1.42","0.1746","0","11","7","0.7143","2488","34","0.2667","0.3991","0.0406","0.3818","0.5233","1","0","0","0.000000","1.0000","0.0000","0.0000","2499","31","1.6987","2.8107","0.1305","0.5562","0.000000","0"
"coneda01","4.05","0.1875","15","3","5","0.0000","451","21","0.1553","0.0621","0.0000","0.0488","0.7982","450","21","1.5397","0.157422","5.9289","0.1244","0.0489","450","21","0.4889","0.6022","0.0622","0.0378","0.000000","0"
"coninje01","1.16","0.0390","0","1","1","0.0000","2024","32","0.2849","0.4298","0.1057","0.5292","0.4229","0","0","0","0","0","0","0","2002","29","4.4286","0.3706","0.0490","0.3976","0.000000","0"
"coopece01","1.71","0.2730","0","10","5","0.2000","1896","25","0.2983","0.5338","0.1271","0.5934","0.5195","0","0","0","0","0","0","0","1475","24","9.0583","0.6780","0.0820","0.9139","0.000000","0"
"crawfca02","3.23","0.1276","0","3","4","0.2500","1716","39","0.2902","0.5816","0.0793","0.4464","0.3782","0","0","0","0","0","0","0","1634","39","2.0312","0.0343","0.0220","0.0037","0.000000","0"
"cruzjo01","1.49","0.1917","0","3","1","0.0000","2353","16","0.2843","0.4403","0.0701","0.4577","0.5618","0","0","0","0","0","0","0","2159","16","2.0440","0.0584","0.0556","0.0144","0.000000","0"
"cuddymi01","1.89","0.0086","0","1","2","0.5000","1536","28","0.2773","0.5267","0.1283","0.5169","0.2832","1","0","0","0.000000","0.0000","0.0000","0.0000","1519","24","2.6926","0.4470","0.0454","0.1856","0.000000","0"
"damonjo01","2.82","0.0172","0","1","2","0.5000","2490","59","0.2844","0.6699","0.0944","0.4574","0.4952","0","0","0","0","0","0","0","2075","55","2.2805","0.0381","0.0275","0.0101","0.000000","0"
"darliro01","2.32","0.0208","0","1","0","0","402","8","0.1445","0.0970","0.0050","0.0522","0.5647","382","7","1.1724","0.164372","4.1623","0.0969","0.0340","382","7","0.4634","1.0236","0.0969","0.0969","0.000000","0"
"darwida01","1.68","0","0","0","0","0","722","0","0.1279","0.0208","0.0028","0.0305","0.7632","716","0","0.9396","0.145168","2.7123","0.0740","0.0126","716","0","0.2570","0.5084","0.0377","0.0363","0.000000","0"
"dauerri01","1.01","0","0","0","0","0","1140","19","0.2570","0.3930","0.0377","0.3263","0.8079","0","0","0","0","0","0","0","1207","20","1.7523","2.3389","0.0621","0.5501","0.000000","0"
"daultda01","2.70","0.2459","0","2","3","0.3333","1161","22","0.2455","0.4401","0.1180","0.5065","0.3747","0","0","0","0","0","0","0","1087","19","5.3680","0.4315","0.0681","0.0874","0.000000","0"
"davisch01","2.79","0.0440","3","0","3","0.0000","2436","34","0.2744","0.5090","0.1437","0.5632","0.3030","1","0","0","0.000000","0.0000","0.0000","0.0000","1186","7","2.1636","0.0649","0.0675","0.0126","0.000000","0"
"daviser01","2.05","0.0801","0","9","2","1.0000","1626","25","0.2687","0.5769","0.1734","0.5744","0.1402","0","0","0","0","0","0","0","1432","19","2.1676","0.0419","0.0349","0.0091","0.000000","0"
"davisma01","2.05","0.4013","19","5","2","0.0000","625","0","0.1557","0.0256","0.0016","0.0144","0.9136","624","0","0.6071","0.134968","1.6138","0.0064","0.0032","624","0","0.0465","0.2420","0.0256","0.0160","0.000000","0"
"decindo01","2.52","0.2985","0","2","1","0.0000","1649","23","0.2591","0.4718","0.1437","0.5331","0.4518","0","0","0","0","0","0","0","1627","23","0.9115","2.0553","0.1266","0.2274","0.000000","0"
"delgaca01","4.49","0.2194","5","8","2","0.5000","2035","10","0.2798","0.6098","0.2324","0.7430","0.1425","0","0","0","0","0","0","0","1827","10","8.3394","0.5840","0.0717","0.8188","0.000000","0"
"dempsri01","0.66","0","0","2","0","0","1766","25","0.2329","0.2973","0.0544","0.2667","0.5832","2","0","0","2.250000","0.0000","0.0000","0.0000","1662","24","4.4537","0.4639","0.0602","0.0686","0.000000","0"
"dennyjo01","2.45","0.2785","20","3","0","0","326","3","0.1702","0.1350","0.0000","0.0890","0.4969","325","3","1.1389","0.148400","3.5262","0.1908","0.0554","325","3","0.5508","1.3877","0.0985","0.1415","0.000000","0"
"deshaji01","1.01","0.0083","0","0","0","0","258","0","0.0885","0.0504","0.0000","0.0465","0.2791","257","0","0.8842","0.286693","3.7004","0.0584","0.0233","257","0","0.1751","0.7977","0.0545","0.0272","0.000000","0"
"dickera01","1.46","0.3348","27","4","1","0.0000","402","2","0.1685","0.0323","0.0000","0.0398","0.8781","400","2","1.0169","0.205625","3.6925","0.0375","0.0150","400","2","0.2975","0.9650","0.0400","0.0675","0.000000","0"
"disarga01","1.13","0.0077","0","0","1","0.0000","1086","0","0.2580","0.4088","0.0258","0.3269","0.7182","0","0","0","0","0","0","0","1081","0","1.5245","2.9574","0.1212","0.6244","0.000000","0"
"downibr01","1.78","0.0442","0","0","1","0.0000","2344","16","0.2673","0.5068","0.1173","0.4578","0.5192","0","0","0","0","0","0","0","1460","16","3.3432","0.2555","0.0349","0.0226","0.000000","0"
"drabedo01","2.89","0.2542","23","3","1","0.0000","412","7","0.1662","0.1019","0.0049","0.1117","0.4976","398","7","1.1567","0.129296","4.0050","0.1332","0.0528","398","7","0.6683","0.8593","0.0729","0.0503","0.000000","0"
"drewjd01","3.12","0.2545","0","2","1","0.0000","1566","55","0.2778","0.6028","0.1545","0.5077","0.2739","0","0","0","0","0","0","0","1468","53","1.9380","0.0477","0.0334","0.0116","0.000000","0"
"dunnad01","2.81","0.0106","0","0","1","0.0000","2001","0","0.2370","0.5482","0.2309","0.5837","-0.1889","1","0","0","9.000000","0.0000","0.0000","0.0000","1642","0","3.6553","0.2016","0.0731","0.2509","0.000000","0"
"dunstsh01","1.29","0","0","1","1","0.0000","1814","27","0.2694","0.4057","0.0827","0.3682","0.4487","0","0","0","0","0","0","0","1657","12","1.6427","2.2981","0.1298","0.4400","0.000000","0"
"durhara01","2.30","0.0214","0","0","2","0.0000","1975","15","0.2773","0.6324","0.0972","0.4430","0.3919","0","0","0","0","0","0","0","1844","9","1.9013","2.6714","0.0982","0.6448","0.000000","0"
"dyeje01","2.37","0.1905","0","5","2","0.5000","1763","44","0.2742","0.5581","0.1843","0.6081","0.2581","0","0","0","0","0","0","0","1696","44","1.9298","0.0572","0.0383","0.0177","0.000000","0"
"dykstle01","3.39","0.2932","4","2","2","1.0000","1278","32","0.2847","0.6275","0.0634","0.3161","0.6064","0","0","0","0","0","0","0","1221","32","2.5455","0.0475","0.0336","0.0147","0.000000","0"
"eckstda01","0.71","0.0459","0","2","2","0.5000","1311","44","0.2805","0.5347","0.0267","0.2990","0.6812","0","0","0","0","0","0","0","1256","44","1.5167","2.6990","0.0780","0.6194","0.000000","0"
"edmonji01","2.50","0.1447","0","11","4","0.7500","2011","64","0.2842","0.6221","0.1954","0.5962","0.1402","0","0","0","0","0","0","0","1924","64","2.5624","0.0832","0.0301","0.0353","0.000000","0"
"eisenji01","1.03","0","0","0","0","0","1422","20","0.2904","0.3460","0.0366","0.3354","0.6941","0","0","0","0","0","0","0","1136","14","1.9798","0.0502","0.0246","0.0414","0.000000","0"
"ellsbja01","2.56","0.2847","4","3","1","0.0000","1235","45","0.2839","0.6065","0.0842","0.4146","0.4032","0","0","0","0","0","0","0","1201","42","2.3181","0.0275","0.0125","0.0108","0.000000","0"
"erstada01","1.61","0.1126","0","5","2","0.0000","1654","29","0.2817","0.5520","0.0750","0.4226","0.4323","0","0","0","0","0","0","0","1514","29","4.5991","0.2444","0.0218","0.2959","0.000000","0"
"ethiean01","2.66","0.1924","0","2","2","0.5000","1455","51","0.2848","0.4405","0.1113","0.4722","0.3553","0","0","0","0","0","0","0","1323","34","1.6757","0.0506","0.0242","0.0083","0.000000","0"
"evansda01","1.61","0.0446","0","1","2","0.0000","2687","13","0.2477","0.5002","0.1541","0.5039","0.4753","0","0","0","0","0","0","0","2404","16","3.3128","1.6344","0.1369","0.3519","0.000000","0"
"evansdw01","2.13","0.2102","0","13","3","0.0000","2606","32","0.2719","0.5641","0.1477","0.5311","0.3488","0","0","0","0","0","0","0","2289","28","2.3810","0.0996","0.0341","0.0668","0.000000","0"
"fernaal01","3.16","0.0094","0","0","0","0","266","4","0.1746","0.0263","0.0113","0.0526","0.8684","263","4","1.2299","0.144183","4.7605","0.1255","0.0380","263","4","0.4753","1.1293","0.0570","0.1217","0.000000","0"
"fernasi01","2.12","0.0083","0","0","2","0.0000","308","5","0.1818","0.0909","0.0032","0.1104","0.3214","307","5","1.1875","0.196678","5.6775","0.0814","0.0293","307","5","0.0814","0.5212","0.0195","0.0163","0.000000","0"
"fernato01","1.42","0.0676","0","5","5","0.0000","2158","43","0.2877","0.4898","0.0436","0.3911","0.6367","0","0","0","0","0","0","0","2076","43","1.5482","2.6705","0.0944","0.5246","0.000000","0"
"fieldce01","4.75","0.4184","19","6","3","0.3333","1470","19","0.2546","0.5061","0.2170","0.6857","0.1048","0","0","0","0","0","0","0","915","3","8.0678","0.7585","0.0765","0.8109","0.000000","0"
"fieldpr01","3.96","0.2959","6","7","6","0.5000","1611","44","0.2826","0.5351","0.1980","0.6381","0.2831","0","0","0","0","0","0","0","1324","39","8.0982","0.5619","0.0718","0.7742","0.000000","0"
"figgich01","1.63","0.0268","0","0","0","0","1282","35","0.2761","0.5523","0.0273","0.3144","0.3510","0","0","0","0","0","0","0","1298","34","1.2419","1.4122","0.0855","0.2119","0.000000","0"
"finlech01","3.46","0.0071","0","2","2","0.0000","524","7","0.0566","0.0057","0.0000","0.0019","0.9504","524","7","1.1561","0.134943","4.9809","0.1202","0.0286","524","7","0.2328","0.6202","0.0878","0.0477","0.000000","0"
"finlest01","2.19","0.0631","0","5","2","0.0000","2583","52","0.2712","0.5587","0.1177","0.4518","0.4971","1","0","0","0.000000","0.0000","0.0000","0.0000","2488","52","2.2765","0.0539","0.0289","0.0153","0.000000","0"
"flanami01","1.10","0.4436","29","3","0","0","529","7","0","0.0000","0.0000","0.0000","1.0000","526","7","1.1678","0.146977","2.8346","0.1920","0.0361","526","7","0.1692","0.8175","0.0209","0.0494","0.000000","0"
"floydcl01","1.54","0.0154","0","0","1","0.0000","1621","19","0.2781","0.5083","0.1437","0.5336","0.3436","0","0","0","0","0","0","0","1368","6","2.1060","0.0980","0.0461","0.0577","0.000000","0"
"forscbo01","1.41","0","0","2","0","0","509","12","0.2128","0.1513","0.0236","0.1650","0.5108","498","12","1.2353","0.137631","2.2751","0.1345","0.0382","498","12","0.4699","0.8133","0.0361","0.0703","0.000000","0"
"forscke01","0.82","0","0","0","2","0.0000","521","2","0.1358","0.0307","0.0000","0.0326","0.6871","521","2","1.0088","0.112534","2.0096","0.1344","0.0345","521","2","0.2572","0.5854","0.0499","0.0461","0.000000","0"
"fostege01","5.38","0.4738","20","9","5","1.0000","1977","23","0.2741","0.4987","0.1760","0.6267","0.2822","0","0","0","0","0","0","0","1882","21","2.0239","0.0632","0.0329","0.0149","0.000000","0"
"francjo01","1.75","0.0323","0","6","2","0.0000","1119","15","0.0882","0.0018","0.0000","0.0009","0.9875","1119","15","1.0345","0.058811","0.8713","0.0000","0.0000","1119","15","0.0563","0.2091","0.0098","0.0116","0.000000","0"
"francju02","0.13","0","0","0","0","0","404","1","0.2359","0.2723","0.1188","0.3762","0.0718","0","0","0","0","0","0","0","284","0","2.6796","1.0669","0.1338","0.3627","0.000000","0"
"frymatr01","2.75","0.0097","0","5","5","0.2000","1698","20","0.2740","0.5271","0.1313","0.6019","0.1938","0","0","0","0","0","0","0","1699","20","0.8199","2.1083","0.1054","0.2707","0.000000","0"
"furcara01","2.23","0.1487","25","1","3","0.3333","1614","59","0.2805","0.6586","0.0700","0.3637","0.4362","0","0","0","0","0","0","0","1598","60","1.5257","2.9925","0.1564","0.6577","0.000000","0"
"gaettga01","1.81","0.0615","0","6","2","0.0000","2507","25","0.2547","0.4507","0.1436","0.5349","0.3610","3","0","0","6.000000","0.3333","0.0000","0.0000","2453","25","1.0628","1.8846","0.0966","0.2234","0.000000","0"
"gagneer01","1.88","0.2050","28","6","3","0.0000","402","9","0.1395","0.0124","0.0025","0.0075","0.9378","402","9","1.2692","0.085597","1.7861","0.0000","0.0000","402","9","0.0945","0.1592","0.0025","0.0100","0.000000","0"
"galaran01","2.71","0.1968","0","4","5","0.2000","2257","18","0.2882","0.5295","0.1768","0.6314","0.1125","0","0","0","0","0","0","0","2107","17","8.6588","0.6531","0.0835","0.7822","0.000000","0"
"gantro01","2.22","0.2214","2","2","2","0.5000","1832","52","0.2560","0.5895","0.1752","0.5502","0.2298","0","0","0","0","0","0","0","1681","49","1.9054","0.3819","0.0678","0.0738","0.000000","0"
"garcifr02","1.70","0.2429","5","0","2","0.0000","377","11","0.1558","0.0027","0.0000","0.0106","0.9310","376","11","1.4444","0.189654","4.3112","0.0319","0.0106","376","11","0.4548","0.7660","0.0426","0.0691","0.000000","0"
"garcino01","2.49","0.2718","34","5","5","0.2000","1434","32","0.3127","0.6464","0.1597","0.6527","0.6137","0","0","0","0","0","0","0","1360","30","2.5162","2.3610","0.1257","0.5625","0.000000","0"
"garlajo01","1.57","0.0071","0","0","1","0.0000","367","2","0.1371","0.0327","0.0027","0.0191","0.8229","365","2","1.0880","0.169589","3.1671","0.0301","0.0164","365","2","0.4795","0.9342","0.0438","0.1041","0.000000","0"
"garneph01","1.22","0","0","0","3","0.0000","1860","21","0.2598","0.4194","0.0586","0.3968","0.5473","0","0","0","0","0","0","0","1856","22","1.4795","2.3470","0.1395","0.4052","0.000000","0"
"giambja01","2.88","0.3130","23","6","5","0.6000","2260","45","0.2766","0.5429","0.1947","0.6376","0.3044","0","0","0","0","0","0","0","1490","21","7.3752","0.4356","0.0698","0.6785","0.000000","0"
"gibsoki01","1.97","0.2745","13","3","0","0","1635","21","0.2679","0.6024","0.1560","0.5321","0.2141","0","0","0","0","0","0","0","1239","20","2.0363","0.0331","0.0508","0.0097","0.000000","0"
"gilesbr02","2.49","0.0402","0","0","2","0.0000","1847","29","0.2906","0.6069","0.1554","0.5836","0.5479","0","0","0","0","0","0","0","1766","24","1.9519","0.0538","0.0402","0.0130","0.000000","0"
"glaustr01","2.42","0.0026","0","5","4","0.2500","1537","24","0.2542","0.5784","0.2082","0.6181","0.1041","0","0","0","0","0","0","0","1475","18","1.3031","1.7471","0.1220","0.2454","0.000000","0"
"goltzda01","1.05","0.1357","1","0","0","0","356","3","0.1064","0.0028","0.0000","0.0197","0.8624","353","3","1.0367","0.146799","3.1303","0.2351","0.0368","353","3","0.4306","0.8130","0.0595","0.0737","0.000000","0"
"gonzaad01","3.00","0.1205","0","6","5","0.2000","1929","34","0.2872","0.5168","0.1643","0.6231","0.2737","0","0","0","0","0","0","0","1857","34","8.0684","0.7496","0.0425","0.7442","0.000000","0"
"gonzaju03","3.64","0.3932","32","12","3","0.6667","1689","15","0.2953","0.6282","0.2570","0.8313","0.2463","0","0","0","0","0","0","0","1311","15","1.9794","0.0694","0.0351","0.0145","0.000000","0"
"gonzalu01","1.97","0.2061","0","3","5","0.2000","2591","24","0.2830","0.5450","0.1366","0.5554","0.5299","0","0","0","0","0","0","0","2450","24","1.8449","0.0490","0.0261","0.0078","0.000000","0"
"goodedw01","2.61","0.2917","49","6","3","0.6667","434","12","0.1957","0.1382","0.0184","0.1544","0.6889","430","12","1.7321","0.176860","5.3326","0.1581","0.0558","430","12","0.5209","0.9837","0.0791","0.0814","0.000000","0"
"gordoto01","1.49","0.1767","1","2","3","0.0000","893","21","0.0000","0.0000","0.0000","0.0000","1.0000","890","21","1.0952","0.116742","2.1663","0.0202","0.0045","890","21","0.2079","0.3011","0.0225","0.0258","0.000000","0"
"gracema01","2.27","0.0622","7","4","3","0.3333","2245","25","0.3032","0.5252","0.0771","0.5105","0.7140","1","0","0","9.000000","0.0000","0.0000","0.0000","2163","25","8.5543","0.7698","0.0509","0.7087","0.000000","0"
"greenmi01","2.77","0.4718","0","2","2","0.0000","1269","17","0.3028","0.5177","0.1024","0.5721","0.7132","0","0","0","0","0","0","0","1165","11","1.7974","0.0730","0.0369","0.0129","0.000000","0"
"greensh01","3.57","0.2171","0","3","2","0.0000","1951","13","0.2828","0.5787","0.1681","0.5484","0.3260","0","0","0","0","0","0","0","1875","13","2.3323","0.0811","0.0288","0.0651","0.000000","0"
"grichbo01","1.34","0.0843","0","8","6","0.5000","2008","24","0.2660","0.5144","0.1116","0.4303","0.3635","0","0","0","0","0","0","0","2044","24","2.3885","2.8821","0.0925","0.6986","0.000000","0"
"griffke01","1.64","0.0744","0","2","2","0.0000","2097","20","0.2964","0.5384","0.0725","0.4096","0.5718","0","0","0","0","0","0","0","1875","19","2.4416","0.1061","0.0475","0.0763","0.000000","0"
"grissma02","2.13","0.1017","0","5","2","0.5000","2165","52","0.2720","0.5483","0.1048","0.4467","0.4273","0","0","0","0","0","0","0","2088","52","2.3372","0.0469","0.0292","0.0110","0.000000","0"
"grossgr01","0.82","0.2917","7","0","0","0","1809","18","0.2865","0.2482","0.0039","0.1703","0.8618","2","0","0","9.000000","1.5000","0.0000","0.0000","1280","13","1.4703","0.0844","0.0258","0.0336","0.000000","0"
"grudzma01","1.13","0.0067","0","1","1","0.0000","1802","21","0.2893","0.5250","0.0499","0.3552","0.4706","0","0","0","0","0","0","0","1792","21","1.6434","2.7762","0.1032","0.6122","0.000000","0"
"guarded01","0.85","0.0306","0","0","2","0.0000","909","5","0.0000","0.0000","0.0000","0.0000","1.0000","908","5","0.7541","0.095319","0.8789","0.0000","0.0000","908","5","0.0308","0.0947","0.0044","0.0044","0.000000","0"
"guerrpe01","3.06","0.3814","5","4","4","0.2500","1536","26","0.3001","0.4753","0.1400","0.5846","0.4388","0","0","0","0","0","0","0","1499","30","4.0073","0.7292","0.1101","0.2715","0.000000","0"
"guidrro01","1.99","0.2093","41","13","2","0.0000","379","11","0","0.0106","0.0000","0.0000","1.0000","368","10","1.8681","0.134728","4.8315","0.2582","0.0707","370","10","0.2892","0.8297","0.0216","0.0514","0.000000","0"
"guillca01","1.99","0.0459","0","0","2","0.0000","1305","19","0.2848","0.5617","0.0950","0.5057","0.3839","0","0","0","0","0","0","0","1248","19","1.5801","2.3141","0.1322","0.5168","0.000000","0"
"guilloz01","1.84","0.2086","16","2","2","0.0000","1993","18","0.2638","0.3879","0.0140","0.3106","0.7436","0","0","0","0","0","0","0","1928","12","1.5223","2.7879","0.1151","0.5695","0.000000","0"
"gullibi01","1.98","0.2231","5","0","0","0","398","3","0.1406","0.0754","0.0075","0.0678","0.6181","398","3","1.1912","0.142513","3.2136","0.1357","0.0276","398","3","0.4648","0.6960","0.0402","0.0452","0.000000","0"
"hafnetr01","1.98","0.1845","0","0","0","0","1183","11","0.2728","0.5232","0.1801","0.6179","0.1750","0","0","0","0","0","0","0","72","0","8.0278","0.5556","0.0972","0.8472","0.000000","0"
"hamptmi01","3.60","0.1974","11","9","2","0.0000","448","11","0.2455","0.2165","0.0357","0.1763","0.5647","419","11","1.2870","0.159260","3.3103","0.0501","0.0215","419","11","0.3437","1.1360","0.0644","0.1002","0.000000","0"
"hardyjj01","1.57","0","0","4","2","0.5000","1561","21","0.2563","0.4600","0.1204","0.4407","0.3850","0","0","0","0","0","0","0","1544","21","1.3530","2.8109","0.0712","0.6172","0.000000","0"
"harenda01","2.21","0.0225","0","0","3","0.3333","401","7","0.2005","0.0773","0.0050","0.0973","0.6983","391","7","1.1679","0.148491","5.1483","0.0409","0.0153","391","7","0.3990","0.6061","0.0256","0.0512","0.000000","0"
"hargrmi01","0.96","0.0260","16","1","1","0.0000","1666","0","0.2901","0.4700","0.0480","0.4118","0.6699","0","0","0","0","0","0","0","1545","0","7.5100","0.6647","0.0796","0.6751","0.000000","0"
"harrato01","1.51","0.0343","0","1","1","1.0000","2155","0","0.2640","0.5174","0.0905","0.4260","0.5972","0","0","0","0","0","0","0","2157","0","1.1729","2.3018","0.1293","0.3547","0.000000","0"
"harrile01","0.44","0","0","0","0","0","1903","17","0.2689","0.2417","0.0194","0.1939","0.8229","1","0","0","0.000000","1.0000","0.0000","0.0000","1229","1","1.3043","1.1692","0.1066","0.1880","0.000000","0"
"hawkila01","0.88","0","0","0","0","0","1042","22","0.0000","0.0000","0.0000","0.0000","0.9933","1042","22","0.7979","0.097226","0.9434","0.0019","0.0000","1042","22","0.0912","0.1987","0.0115","0.0202","0.000000","0"
"hebneri01","0.46","0.0060","0","0","0","0","1908","30","0.2757","0.4534","0.1064","0.4665","0.6116","0","0","0","0","0","0","0","1711","26","2.5178","1.4985","0.1210","0.2992","0.000000","0"
"hendeda01","1.67","0.0370","0","0","1","1.0000","1538","36","0.2581","0.4616","0.1281","0.4603","0.2815","0","0","0","0","0","0","0","1389","35","2.4003","0.0713","0.0396","0.0202","0.000000","0"
"hendrge01","2.05","0.0952","0","4","3","0.0000","2048","23","0.2777","0.4595","0.1304","0.5425","0.5054","0","0","0","0","0","0","0","1934","19","2.4602","0.1070","0.0336","0.0605","0.000000","0"
"henketo01","2.44","0.0213","1","1","2","0.0000","642","15","0.0000","0.0000","0.0000","0.0000","1.0000","642","15","0.9762","0.060514","1.3411","0.0000","0.0000","642","15","0.0670","0.1044","0.0031","0.0062","0.000000","0"
"hennemi01","1.82","0.0071","0","0","0","0","561","6","0.0000","0.0000","0.0000","0.0000","0.9982","561","6","1.3571","0.065223","0.9501","0.0000","0.0000","561","6","0.0980","0.1480","0.0160","0.0143","0.000000","0"
"hentgpa01","1.75","0.4036","16","3","2","0.0000","344","3","0.1071","0.0116","0.0000","0.0000","0.9273","344","3","1.1696","0.186192","3.7500","0.0988","0.0291","344","3","0.3808","0.6890","0.0407","0.0640","0.000000","0"
"hernake01","3.22","0.2612","13","20","5","0.2000","2088","30","0.2961","0.5383","0.0776","0.5129","0.5153","0","0","0","0","0","0","0","2021","30","8.8649","0.8323","0.0569","0.8184","0.000000","0"
"hernali01","1.53","0.1786","0","3","1","0.0000","537","12","0.2210","0.1192","0.0186","0.1583","0.7579","519","12","1.0056","0.193276","3.8073","0.0963","0.0173","519","12","0.4066","1.1580","0.0289","0.1252","0.000000","0"
"hernaro01","1.52","0.0071","0","0","2","0.0000","1010","11","0.5000","0.0000","0.0000","0.0000","0.9990","1010","11","0.9437","0.076356","0.9356","0.0000","0.0000","1010","11","0.0525","0.1257","0.0168","0.0079","0.000000","0"
"hernawi01","2.27","0.7406","28","4","2","0.0000","747","10","0.2063","0.0054","0.0000","0.0040","0.9612","744","10","1.1111","0.067594","1.0591","0.0000","0.0000","744","10","0.0780","0.2272","0.0054","0.0161","0.000000","0"
"hershor01","2.55","0.2303","27","10","2","0.0000","521","22","0.2012","0.1248","0.0000","0.0960","0.6507","510","22","1.3600","0.143196","3.9490","0.1333","0.0490","510","22","0.6510","1.1157","0.1000","0.0863","0.000000","0"
